id	filename	md5	size	state
003c2562-3b8b-4674-8253-3ac4717d7f76	acef8290-5597-4620-b337-669082481822.methylation_array.sesame.level3betas.txt	b1f136a44d931f5099f2d9f942929305	777334	validated
005984f2-6e30-435c-a299-e6b5e5c4680c	0b69999f-da07-474f-9170-dfc71fd1d16b.methylation_array.sesame.level3betas.txt	887c4234fe3481575642cb7b8c05921f	13008417	validated
0129abf4-b400-4f15-8837-ecefbd0dfc1b	74af2be2-3bb8-44d3-8e3a-5fa9c3db5335.methylation_array.sesame.level3betas.txt	eddec89abd0c153df02f8b57cafa4c4d	754765	validated
0199f6d1-055b-4123-8522-b2a8afaec6a9	1d172504-25e1-440e-a3ba-65f2bf3670ec.methylation_array.sesame.level3betas.txt	b6045fbeae2e95a7bf4aeac8314ab4c4	767742	validated
02063a94-3aff-4d68-87d6-253a41ebb348	52ec8823-a7e2-4017-bf52-042b96bca044.methylation_array.sesame.level3betas.txt	66ce299b83a6863cf1bd9c67561bf7db	13162128	validated
020eb43b-9957-4641-91e8-69977727f3a2	33d9e25f-25a3-4c04-b11b-7b456095df41.methylation_array.sesame.level3betas.txt	f3e200273a82e5201476014a45a75983	775783	validated
02279b45-edee-4286-b4ea-a2a6b2b7c2ac	9547c1a9-1990-4f92-a722-71c379a2783e.methylation_array.sesame.level3betas.txt	e6945d2babcc75378c3155b7cd453e00	13166926	validated
0273cd59-223b-4a24-a4ce-a3e59414abab	e36b08ca-4ff6-4a58-8bef-895d5cd5de2a.methylation_array.sesame.level3betas.txt	0eb508bedeff0d39060cb80526bae8cf	13191323	validated
029f2967-7ebf-43aa-983d-85906f4680e9	8a5646e5-dd6f-4c88-8df5-f48b54960af7.methylation_array.sesame.level3betas.txt	f0473a2a638bb5e902dbebe08ed8856a	13151601	validated
02b92dc9-bb86-4079-a05f-8ae3c7ef87da	6c2c5c0e-1012-47e5-9e70-6692440c33cd.methylation_array.sesame.level3betas.txt	c839f79f75c6c6e3a0c39d9b0a442c67	775262	validated
038ba11a-a9d2-4690-8ad2-50bd6c51851f	71d265ec-f9e6-455e-a3a6-5b5937b722dd.methylation_array.sesame.level3betas.txt	60de06a558dd5db76c39d32f42e81521	766729	validated
0398ef40-2fcd-4445-bad8-b516dece8cf4	aa779765-4e43-4b65-a681-235c20649ef3.methylation_array.sesame.level3betas.txt	5cbe7ce98e014091b2b2c1feb17ba319	13171029	validated
03dbacaa-57cb-436e-b093-8f0d2dc33b27	ebe5be32-1178-4191-89e3-28d19652e889.methylation_array.sesame.level3betas.txt	c8354ba8a8ec3399a75f48a50756ca22	12758815	validated
03f8710b-b28a-4425-980e-834885c940dc	49105f7f-49e0-48ac-93d1-c1713ee88d22.methylation_array.sesame.level3betas.txt	455d12f2e034c45623a2782a967663be	763469	validated
042620a6-bdb0-4219-9b84-1f3f3ac4fb1e	a478f001-3305-4881-acd5-79bcca154082.methylation_array.sesame.level3betas.txt	f4a3a7eb151d09143a61945d48a194dd	769878	validated
0434c1c4-9c81-4cc8-a263-ca2b4aa5b1f0	e6a58507-ad1b-4abc-922e-d99fb3d1c9d1.methylation_array.sesame.level3betas.txt	b5af7a826da8c042ab6a67eed381f855	13109394	validated
046cb3d4-6b23-45ce-b8ff-0911d2aaa123	98a4eca3-b597-438b-9d8d-4066f86786f2.methylation_array.sesame.level3betas.txt	c1ac09965bb05fc264504cb84d863c95	765657	validated
048216b7-c5ec-4c83-8441-5f66c4543d45	cb27262e-46c2-4477-b87d-5a73ba002ac3.methylation_array.sesame.level3betas.txt	3fb74e044fb6c4b9a87b3ae63257614c	13008997	validated
04b84298-e9b7-4b68-9e78-861575cfa9c6	6b0ffce2-6c6e-4bc5-bb9c-2f4e4ad9f15c.methylation_array.sesame.level3betas.txt	53688a14e127fc82233191c007ef2b89	12963079	validated
04bd2a8f-f81c-457a-abb8-efaf4b0c5ef6	4930e09e-5349-4289-b0f7-d72684b13c9c.methylation_array.sesame.level3betas.txt	1d58c87285a69e6e329ec4b44272c1d2	13053733	validated
0511e258-d4d6-4343-88da-7ab121deb2b0	13981ab2-7a8d-48b3-b1b9-09a33baa3787.methylation_array.sesame.level3betas.txt	b48e28fd85a8a22fb11772d26f345bc7	13148832	validated
0584ca63-2a46-458b-95b8-933502e698d6	98e56e35-9b4a-4fbc-b909-4e7c5c799dcf.methylation_array.sesame.level3betas.txt	3643e4d6918496c5d68634780db56e62	13140403	validated
05997915-62cd-4d37-9f57-00c17c4d7eea	9d442860-b054-4daa-8887-85f825e2078b.methylation_array.sesame.level3betas.txt	5733954b5fb82d61ff63e2a4ca068fa4	13104473	validated
